gene,model,FSV,M,converged,lengthscale,max_delta,max_ll,max_mu_hat,max_s2_e_hat,max_s2_t_hat,n,s2_FSV,s2_logdelta,time,BIC
ENSG00000160307,SE,0.7077060897237761,4,True,1727.363647627855,0.33514609533106754,-15634.387620179412,7.098992020782084,92.66986168772063,276.50586707918677,4221,0.32421961759426676,0.12153023965922961,0.0047457218170166016,31302.166549741953
ENSG00000120885,SE,0.6831930184541594,4,True,1727.363647627855,0.3762865138031615,-18483.497596660603,35.359312805088884,357.8885866015097,951.1065995544132,4221,0.5409076851215824,0.07841173278576143,0.0038046836853027344,37000.386502704336
ENSG00000211892,SE,0.6822312370264813,4,True,1727.363647627855,0.3779609503549537,-11441.90809452039,1.1341208614620144,12.728099371964326,33.67569946051573,4221,0.29308745140092485,0.1450934602832546,0.00520014762878418,22917.207498423908
ENSG00000113140,SE,0.657232808169346,4,True,1727.363647627855,0.4232016391570887,-13196.808311864143,3.6394727239185856,29.26759676990791,69.15756949382713,4221,0.40669030000264617,0.11124398624020977,0.010447978973388672,26427.007933111414
ENSG00000164919,SE,0.6484149000172909,4,True,1727.363647627855,0.43999202512382274,-17734.89250948541,23.229971915223892,251.4179596229537,571.4148104211652,4221,0.4650988063099178,0.09914815137544045,0.004292488098144531,35503.17632835395
ENSG00000182600,SE,0.6350557067536584,4,True,1727.363647627855,0.4663178963757045,-13439.520300162949,2.878929456826132,32.86677819308289,70.48148580298681,4221,0.38372094833453796,0.12338584131558454,0.0042917728424072266,26912.431909709027
ENSG00000159763,SE,0.6141565503286153,4,True,1727.363647627855,0.5097994621515155,-10567.511276175474,0.7541898402410674,8.436183822975133,16.548043788378592,4221,0.3801649200769161,0.1290315059270108,0.004306316375732422,21168.413861734076
ENSG00000087250,SE,0.5636224593918607,4,True,1727.363647627855,0.6282629207752347,-20368.091473843448,63.81509752976099,878.5607270370846,1398.3965915941674,4221,0.4053246792442338,0.12837220491555998,0.005226850509643555,40769.574257070024
ENSG00000172005,SE,0.513003863438792,4,True,4337.109450209739,0.3758506098380254,-10150.030587960446,2.8371332284785975,7.076887643171351,18.828990715809056,4221,0.23583433146100183,0.22613871893622756,0.0052683353424072266,20333.45248530402
ENSG00000111057,SE,0.4950295214900386,4,True,1727.363647627855,0.8277557749942114,-12640.643106375093,2.1437460548859995,22.633534417681858,27.34325159838376,4221,0.40714520892967254,0.13110744574392308,0.0038042068481445312,25314.677522133316
ENSG00000019582,SE,0.47254581581326377,4,True,1727.363647627855,0.9057495963954856,-13593.294040282535,4.301979181680475,35.574736399425596,39.27656886737632,4221,0.4336682689955986,0.12252459495050551,0.005204200744628906,27219.9793899482
ENSG00000115756,SE,0.4652269412046002,4,True,1727.363647627855,0.9327644648580833,-12964.01221312327,4.223233620217819,26.409729492450612,28.313395811523282,4221,0.32427819830334587,0.16338522907726521,0.0043315887451171875,25961.415735629667
ENSG00000107317,SE,0.41407712162992244,4,True,1727.363647627855,1.1482238137227114,-16625.34194358906,14.799383401319183,149.9614072962608,130.60294125939066,4221,0.4312969483021265,0.11806636551580948,0.005279541015625,33284.07519656125
ENSG00000171885,SE,0.3872597984925142,4,True,1727.363647627855,1.2839298305713567,-12940.289273422255,2.750817309048423,26.187386419310112,20.396275400546276,4221,0.4235925362949798,0.11605278240105817,0.004281044006347656,25913.96985622764
ENSG00000106541,SE,0.38633944986663793,4,True,1727.363647627855,1.2889215276857071,-11006.520745262851,1.5462699087325682,10.475612139748462,8.12742429599861,4221,0.367877276286163,0.13344249354364457,0.005246639251708984,22046.43279990883
ENSG00000087086,SE,0.3812129332945228,4,True,1727.363647627855,1.3171672712234797,-17642.468965656844,28.30415821712244,243.10351191293444,184.5654057947571,4221,0.3832060297184931,0.12708153077338158,0.003859996795654297,35318.32924069682
ENSG00000171617,SE,0.3778874796982516,4,True,1727.363647627855,1.3358994412907603,-16012.965743413308,10.88954147736899,112.33808552773148,84.09172281649374,4221,0.5377375384966774,0.09007233874030655,0.00428318977355957,32059.322796209744
ENSG00000132639,SE,0.3650449143833997,4,True,1727.363647627855,1.4114452382523481,-17424.232149915333,30.118399092733238,219.348573268674,155.40707306524442,4221,0.4486025229906616,0.10556026317407356,0.006064653396606445,34881.855609213795
ENSG00000154146,SE,0.36377474265421217,4,True,1727.363647627855,1.4192068323491642,-17532.00482078539,29.69796993650481,230.85108051335254,162.66204139620206,4221,0.6063353871214562,0.07791430148479915,0.005724906921386719,35097.40095095391
ENSG00000130203,SE,0.3513243130627106,4,True,1727.363647627855,1.4982584785188011,-15768.397238533173,10.533929771915574,100.14181249581897,66.83880914514866,4221,0.3927349004771735,0.11735286472111754,0.004342079162597656,31570.185786449474
ENSG00000163191,SE,0.3510157349350616,4,True,1727.363647627855,1.500288953666254,-13071.891037396594,3.0876835087128955,27.90863723271308,18.602174710753406,4221,0.34863490610685843,0.13211180949415907,0.00474095344543457,26177.173384176316
ENSG00000166710,SE,0.34987046060597926,4,True,1727.363647627855,1.50785628925255,-15376.278198167502,9.444112347284197,83.16658003018317,55.155508268900846,4221,0.4058042852133418,0.11322643881410231,0.005551815032958984,30785.947705718132
ENSG00000160862,SE,0.348725391085014,4,True,1727.363647627855,1.5154719631189624,-12387.32250936848,3.2316925354542985,20.17927345273051,13.31550430745017,4221,0.3143457320440058,0.14581396752818346,0.0038874149322509766,24808.036328120088
ENSG00000131711,SE,0.32930441829711177,4,True,1727.363647627855,1.6527045283184243,-15993.137472648887,19.015809708459166,111.48348548684801,67.45518244587798,4221,0.3881350825161691,0.11290657645963802,0.008150815963745117,32019.666254680902
ENSG00000026025,SE,0.3168934928534568,4,True,1727.363647627855,1.7492119286425545,-14209.397039439953,2.7552194328551627,47.90212376460405,27.384974330570486,4221,0.3194143407888471,0.13281671904644013,0.004288911819458008,28452.185388263035
ENSG00000091513,SE,0.31507454496658177,4,True,1727.363647627855,1.7639948731583326,-12615.909467608833,2.8403797501699017,22.515384869057314,12.763860718452541,4221,0.49030934609266785,0.08609109514467679,0.006335735321044922,25265.210244600796
ENSG00000165949,SE,0.3051343543398824,4,True,1727.363647627855,1.8478940342214623,-13332.740446829961,3.1171817435629747,31.633583837775,17.11872177297362,4221,0.3382635861434999,0.12126456684160128,0.005209922790527344,26698.87220304305
ENSG00000137818,SE,0.3016667382518774,4,True,1727.363647627855,1.8784629337445067,-17655.621656433657,30.132719838292058,245.334590340994,130.60390276210924,4221,0.40292054999562765,0.10074241122074762,0.004238128662109375,35344.63462225044
ENSG00000206503,SE,0.2956182350547177,4,True,1727.363647627855,1.93350016737794,-13486.446744312854,4.071375921714068,34.03559399926153,17.603098553344275,4221,0.26982094063226963,0.14761366860331224,0.008538484573364258,27006.284798008837
ENSG00000099194,SE,0.289153123036875,4,True,1727.363647627855,1.9948741458083463,-14000.946136932089,5.376697215221688,43.44227693811073,21.77695120736923,4221,0.37523831578198436,0.10391834840409207,0.0037703514099121094,28035.283583247307
ENSG00000173786,SE,0.2883100804129121,4,True,1727.363647627855,2.003080101124584,-14528.723406212086,5.01404457523711,55.78680505885345,27.850511333787008,4221,0.4775004681020775,0.08143175131191947,0.00620269775390625,29090.8381218073
ENSG00000034510,SE,0.2787065476712555,4,True,1727.363647627855,2.100062149292767,-18005.285325521345,32.75341208990153,289.79536752025183,137.99371014702854,4221,0.2970171523064036,0.12659513204451456,0.003304719924926758,36043.96196042582
ENSG00000234745,SE,0.2739691522254837,4,True,1727.363647627855,2.150407356193939,-13630.22986962462,4.334265672864201,36.465390771021994,16.95743397918942,4221,0.31593200797895415,0.11696140544174813,0.004246950149536133,27293.85104863237
ENSG00000142676,SE,0.256506934363763,4,True,1727.363647627855,2.352042372886569,-15536.296660304275,11.219508891518002,90.033786978481,38.278981712385594,4221,0.2521522828668373,0.1367086955023806,0.005198478698730469,31105.98462999168
ENSG00000130558,SE,0.2526833137336388,4,True,1727.363647627855,2.3999127062199728,-16247.205558853235,17.115784336877553,126.11339945654959,52.549161113108504,4221,0.3402751659471065,0.09965684601143993,0.00374603271484375,32527.8024270896
ENSG00000172508,SE,0.2478697594708831,4,True,1727.363647627855,2.4622765812065737,-8862.19244852514,0.6430269396882239,3.812167774254804,1.5482289046451279,4221,0.34985866449277236,0.09488544322347431,0.0047757625579833984,17757.77620643341
ENSG00000136541,SE,0.24411299627751476,4,True,1727.363647627855,2.5126575718700415,-9564.88194254441,0.8926365689884147,5.319074995900108,2.1169120119863347,4221,0.31862422282122493,0.10241756061832599,0.017807722091674805,19163.15519447195
ENSG00000065361,SE,0.2440299155277463,4,True,4337.109450209739,1.226512332487279,-7975.415026132066,1.2509341159287668,2.5349426601077307,2.0667893774594575,4221,0.09564595647837847,0.34105138966974247,0.005208492279052734,15984.221361647262
ENSG00000163032,SE,0.2432976960356293,4,True,1727.363647627855,2.523796823201331,-16309.532962740484,16.69399181999457,129.9425383897179,51.48692525291763,4221,0.35096503080442765,0.09262930863929304,0.009033203125,32652.457234864098
ENSG00000135744,SE,0.23301651885316776,4,True,1727.363647627855,2.6709553620192974,-12306.981963428872,1.7711228909663115,19.511816566502024,7.305182573980079,4221,0.23450158089580692,0.1319256447968149,0.003796100616455078,24647.355236240874
ENSG00000105372,SE,0.23264174462691714,4,True,1727.363647627855,2.676565359802977,-15522.886678924333,11.140354466470392,89.55027279812576,33.45715899301543,4221,0.19243851854684202,0.1604602323070288,0.00477147102355957,31079.164667231795
ENSG00000167526,SE,0.2295514136196128,4,True,1727.363647627855,2.723522832127071,-16755.75359270645,19.979753348192308,160.62740423874152,58.97780710481195,4221,0.26408619957743645,0.11510751250021506,0.004793882369995117,33544.89849479603
ENSG00000147403,SE,0.2280550910292199,4,True,1727.363647627855,2.7467166807679653,-16512.310021951012,18.48042169218456,143.13685257475882,52.11198285464907,4221,0.25587920037845047,0.11788588735300104,0.0052242279052734375,33058.011353285154
ENSG00000137267,SE,0.22130084872122627,4,True,1727.363647627855,2.855314502692686,-15336.296974802932,11.389532059107722,82.01200651671027,28.722582552419137,4221,0.2193054108629756,0.13269403897430437,0.005353450775146484,30705.985258988992
ENSG00000011426,SE,0.217951624543002,4,True,4337.109450209739,1.420639503667145,-6590.718975545369,0.5742797813960597,1.3158576768967254,0.9262431978697321,4221,0.08232167327668193,0.34702616459268565,0.009590387344360352,13214.829260473869
ENSG00000108387,SE,0.21563593439429385,4,True,1727.363647627855,2.951643371644682,-12039.285355143013,2.2926617234414297,17.200060450921377,5.827282732106403,4221,0.2569007994728807,0.10976045570339088,0.011058568954467773,24111.962019669154
ENSG00000046653,SE,0.21526346677945216,4,True,1727.363647627855,2.9581546218175823,-14769.344272377115,8.378344886709467,62.70800778579186,21.198353636856922,4221,0.26755077739409683,0.10516830037841755,0.004278659820556641,29572.07985413736
ENSG00000101439,SE,0.21334519828205759,4,True,687.9663069148312,3.5501602663130503,-20019.02070405086,51.09745848965606,718.1668639027125,202.29139250903472,4221,3.5745610851472325,0.00778553182327579,0.008590459823608398,40071.43271748485
ENSG00000156508,SE,0.20991781237520235,4,True,1727.363647627855,3.054149615773609,-17586.77038097076,27.815537614579906,238.3349386498778,78.03643194785273,4221,0.2934157866230866,0.09296410440059444,0.0052449703216552734,35206.93207132465
ENSG00000164434,SE,0.20807205077023794,4,True,1727.363647627855,3.0884405958250496,-12116.29851770933,1.4313905362890722,17.845136105767626,5.778040908376434,4221,0.17038385969465455,0.1583380263707036,0.004271745681762695,24265.98834480179
ENSG00000167641,SE,0.2073202665762409,4,True,1727.363647627855,3.1025824063356002,-11479.285339902739,1.8288722274687825,13.196259261057119,4.253314669131694,4221,0.31750195245599355,0.08458614480019618,0.005251884460449219,22991.961989188607
ENSG00000161016,SE,0.20225048056543757,4,True,1727.363647627855,3.200695198933073,-15786.325329398383,14.977180155682762,101.58787693904772,31.73931618759301,4221,0.14898638462441788,0.1747156628519524,0.004769086837768555,31606.041968179896
ENSG00000162545,SE,0.19945521945898737,4,True,1727.363647627855,3.256923471735824,-16174.407520483293,17.1185227674122,122.11095511759223,37.492730847775015,4221,0.20898073329561173,0.12236735257128263,0.004791259765625,32382.206350349716
ENSG00000124920,SE,0.1987868567502802,4,True,1727.363647627855,3.27060222347696,-8585.958279774159,0.6683483859419853,3.351441421534785,1.0247169152755866,4221,0.19084691769788564,0.1334195505460976,0.0037567615509033203,17205.307868931446
ENSG00000150625,SE,0.19832552921635963,4,True,1727.363647627855,3.2800975612162575,-15751.367294214151,14.255993218217013,99.93650805774793,30.467541343706724,4221,0.2435419307415876,0.10424050146933267,0.010540485382080078,31536.12589781143
ENSG00000140988,SE,0.1960388909277588,4,True,1727.363647627855,3.3278223419681843,-15213.09722017535,10.25784196729829,77.44699696599615,23.27257557871657,4221,0.20023285550796938,0.12490819689061172,0.004739046096801758,30459.58574973383
ENSG00000166819,SE,0.1951637026418889,4,True,1727.363647627855,3.346384460417604,-9541.530312932813,0.2639911504272245,5.271545689980264,1.5752958909337076,4221,0.18149585171841842,0.13700850626916014,0.004255771636962891,19116.451935248755
ENSG00000128245,SE,0.19326828562116558,4,True,1727.363647627855,3.387161196693046,-16562.166585214083,17.143393897536203,146.78028442396595,43.3343073743495,4221,0.24336914988487812,0.10089035938248933,0.004323720932006836,33157.724479811295
ENSG00000080822,SE,0.19151648562910642,4,True,1727.363647627855,3.4255659598713506,-12214.564206593202,2.5375944945058295,18.70946367323105,5.461714616621685,4221,0.2571513888636095,0.09435642624379605,0.004790306091308594,24462.519722569534
ENSG00000108298,SE,0.19001632045848793,4,True,1727.363647627855,3.4590169779362725,-16215.835964033704,14.960915001960778,124.58472239839797,36.01737811438209,4221,0.18180207917873623,0.13209634888713445,0.00426936149597168,32465.063237450537
ENSG00000105290,SE,0.18634146862907247,4,True,1727.363647627855,3.543235331000533,-14008.164044335716,6.792772552660279,43.77718160158616,12.35514367859513,4221,0.20412105778756406,0.11466353807590482,0.005327939987182617,28049.71939805456
ENSG00000142541,SE,0.1851247498795225,4,True,1727.363647627855,3.5718562471388253,-15991.318259522632,14.61189586882494,112.0370755963599,31.36662503876109,4221,0.1668753286930843,0.13904281010504957,0.004800558090209961,32016.027828428392
ENSG00000277586,SE,0.18511048589775883,4,True,1727.363647627855,3.572194010547419,-14720.873978022053,8.807602812769025,61.366670407528616,17.17898586312352,4221,0.20542017694139778,0.11294139027134303,0.004247903823852539,29475.139265427235
ENSG00000167755,SE,0.18369689078300963,4,True,4337.109450209739,1.7593815131347312,-8120.947097759418,0.8632980286160931,2.7186401628544603,1.545224922825633,4221,0.08084033303211335,0.2840787314805967,0.004279375076293945,16275.285504901967
ENSG00000175130,SE,0.1822820445926142,4,True,1727.363647627855,3.640214474235145,-13947.048998931143,4.670128154171094,42.5356973156397,11.684942636402484,4221,0.22617754895667866,0.10049251744970468,0.00522923469543457,27927.489307245414
ENSG00000138814,SE,0.18028662545704374,4,True,1727.363647627855,3.68948577875834,-13682.965047089108,5.999200123228814,37.536302754892624,10.173857552454125,4221,0.16983384335063267,0.1318707839398752,0.010940790176391602,27399.321403561346
ENSG00000197958,SE,0.17985055701391528,4,True,1727.363647627855,3.7003988424944967,-15290.577567736722,11.525727802245193,80.40289712125616,21.728170541490957,4221,0.16083998821908058,0.13879191017201586,0.0047223567962646484,30614.546444856573
ENSG00000128656,SE,0.17720092130781218,4,True,1727.363647627855,3.767863409015424,-15757.737266983837,13.54268160387389,100.33610743786774,26.629443943692866,4221,0.22890403492218087,0.0955874972180952,0.005271434783935547,31548.865843350803
ENSG00000115268,SE,0.17519514042569817,4,True,1727.363647627855,3.820291348065298,-16545.32892488385,17.224971223643767,145.7362965753206,38.1479534667233,4221,0.1593908706032577,0.13516886250553015,0.0047245025634765625,33124.049159150825
ENSG00000231500,SE,0.17325079902290422,4,True,1727.363647627855,3.8722720993063415,-15946.906178249363,12.867032022763814,109.7655111355899,28.346538755696617,4221,0.14066948458413653,0.15084307780079617,0.004275798797607422,31927.203665881854
ENSG00000205542,SE,0.1713606661483533,4,True,1727.363647627855,3.923934344597271,-17549.9169775648,25.09625949117473,234.62257329113294,59.7926857808354,4221,0.17752552471219052,0.11774208643205383,0.004325151443481445,35133.22526451273
ENSG00000118785,SE,0.1709675633270044,4,True,1727.363647627855,3.934822357487469,-10843.693352652012,1.4416129663945472,9.78103284521784,2.485762241999508,4221,0.2619931578732319,0.07953001083439938,0.005231380462646484,21720.778014687152
ENSG00000112306,SE,0.17055968778025118,4,True,1727.363647627855,3.9461725932842238,-16969.687413991203,21.036329713365244,178.23300579794423,45.16604420730844,4221,0.20277624075432085,0.10241795526595208,0.0042726993560791016,33972.766137365536
ENSG00000148671,SE,0.1688673269188124,4,True,1727.363647627855,3.9938528166499063,-12807.18996571163,2.157781694133402,24.801239544172727,6.209853162534997,4221,0.17028339583252142,0.12029413725089548,0.0052144527435302734,25647.77124080639
ENSG00000108821,SE,0.1679575931093145,4,True,1727.363647627855,4.01988055267059,-12159.460897727573,2.2223634696754764,18.24753697073161,4.539323179294206,4221,0.1353547657843256,0.1502088370985955,0.003301382064819336,24352.313104838275
ENSG00000054690,SE,0.16710193562715953,4,True,1727.363647627855,4.04461978155696,-7461.32595086963,0.5198759756522752,1.9699244888080474,0.4870481269440197,4221,0.1882120520714515,0.10726158851167639,0.0052034854888916016,14956.04321112239
ENSG00000012223,SE,0.16213748962469512,4,True,1727.363647627855,4.193306848861728,-10089.301637773267,1.234796264689823,6.844403685879383,1.6322210447674,4221,0.12295123652821639,0.15741924034252414,0.005231618881225586,20211.994584929664
ENSG00000064787,SE,0.16167482582451792,4,True,1727.363647627855,4.207628958821549,-10250.117631684558,1.1990301518702593,7.386488438668715,1.7554990021595165,4221,0.20765697959362286,0.09283223993889562,0.0042934417724609375,20533.626572752244
ENSG00000124935,SE,0.16135812655623627,4,True,687.9663069148312,5.004173214056855,-16165.854196744462,9.525278325963706,117.25367255312982,23.43117784647445,4221,1.6952927568838945,0.01133970971177535,0.0037641525268554688,32365.099702872052
ENSG00000154277,SE,0.1612677988435153,4,True,1727.363647627855,4.2202967375270735,-16134.826904981617,15.08515853258387,120.05785612109474,28.447728581152777,4221,0.16545216997827533,0.11609985668408095,0.0048046112060546875,32303.045119346363
ENSG00000176788,SE,0.16120019127330754,4,True,1727.363647627855,4.222407063024122,-14838.956428245283,9.249213790142381,64.97262409973014,15.38757943749654,4221,0.1641512518352627,0.11695086346528148,0.004279613494873047,29711.304165873695
ENSG00000184144,SE,0.16067268790687902,4,True,1727.363647627855,4.238933717716726,-9544.132003582772,1.0395117302482524,5.286685156145222,1.2471733478750548,4221,0.18086226863290072,0.10565572792957241,0.004751443862915039,19121.655316548673
ENSG00000177685,SE,0.16047339394203977,4,True,1727.363647627855,4.245205866902911,-9159.801935821544,0.7621427738938088,4.406574373485004,1.0380119390299014,4221,0.11638525603142243,0.1639013636443791,0.00565648078918457,18352.995181026217
ENSG00000103089,SE,0.15884570907275475,4,True,4337.109450209739,2.0965757403240177,-7643.855417450633,0.7874356733913912,2.1695997174018906,1.0348301164004632,4221,0.05757002825635843,0.3266056537009509,0.004728794097900391,15321.102144284396
ENSG00000123689,SE,0.15713825551425276,4,True,1727.363647627855,4.3525297131530625,-10259.843780391755,0.27932629805378373,7.422299509872633,1.7052840529595754,4221,0.1462676717674428,0.12659273208014002,0.004269123077392578,20553.07887016664
ENSG00000148826,SE,0.15518722184053949,4,True,1727.363647627855,4.4174520597037,-8100.413862860787,0.5844980409394361,2.668199968636819,0.6040133390413723,4221,0.17576933025235655,0.10348505569873818,0.004266977310180664,16234.219035104705
ENSG00000139970,SE,0.15166216477915073,4,True,1727.363647627855,4.538986753655948,-15692.381122515339,12.309735534537028,97.39953541986162,21.458431298882005,4221,0.16457759395163749,0.10693737308832912,0.0052297115325927734,31418.153554413806
ENSG00000171476,SE,0.1506441223327026,4,True,1727.363647627855,4.575144701427062,-13555.77777743847,4.683972008299835,35.392709372974615,7.7358666627385695,4221,0.1592581189544216,0.10944057758351246,0.00429534912109375,27144.94686426007
ENSG00000067715,SE,0.15040408798011098,4,True,1727.363647627855,4.5837413445432595,-15218.471162723265,11.757503980794072,77.81529208493498,16.97637066226929,4221,0.15081083477054916,0.11530462474264706,0.0057964324951171875,30470.333634829658
ENSG00000160014,SE,0.14941174959983286,4,True,1727.363647627855,4.619574307963403,-15947.35257120065,15.794251706368685,109.91960104868545,23.794313874159734,4221,0.17220385392262827,0.10001758569139726,0.004839420318603516,31928.09645178443
ENSG00000134339,SE,0.14912311543155732,4,True,1727.363647627855,4.6300863079343255,-8622.843764764568,0.32542198634663466,3.418683258275349,0.7383627498297253,4221,0.11554028902572812,0.1486513201793095,0.0042803287506103516,17279.078838912264
ENSG00000198668,SE,0.14880964078788106,4,True,1727.363647627855,4.641549186989038,-17140.795448137385,25.710805584286998,193.49648916690603,41.68791094777275,4221,0.11635003904892062,0.14716696308096724,0.007616281509399414,34314.9822056579
ENSG00000198121,SE,0.14871027674513806,4,True,4337.109450209739,2.266453368192316,-7968.788982649397,0.8901700284049456,2.531232468979107,1.1168253026965977,4221,0.04850133474749007,0.3526974154108477,0.019524812698364258,15970.969274681926
ENSG00000156482,SE,0.14870388192049824,4,True,1727.363647627855,4.6454273918484725,-16358.360575958786,16.692898299033637,133.5572913241225,28.750269901641584,4221,0.15888261875264928,0.10765952951249501,0.004274845123291016,32750.1124613007
ENSG00000189056,SE,0.14843774355196065,4,True,1727.363647627855,4.655211205444611,-9631.391989914348,0.7881296885475232,5.513297983841807,1.1843282163854565,4221,0.09781932566680729,0.17441142786175176,0.004593610763549805,19296.175289211824
ENSG00000189043,SE,0.14769174919356287,4,True,1727.363647627855,4.682823487087023,-17132.769821247988,23.95680550962812,192.77336143296947,41.1660533361007,4221,0.14629540190303017,0.1157681167537383,0.009975910186767578,34298.930951879105
ENSG00000177954,SE,0.1451236715406624,4,True,1727.363647627855,4.780049167176624,-15818.705395126237,14.228646797950399,103.44280821649521,21.640532262055075,4221,0.14934392475159672,0.11053960771007909,0.0042574405670166016,31670.802099635603
ENSG00000105695,SE,0.1448233496110521,4,True,1727.363647627855,4.791644348108438,-10749.662526168053,1.1890022312288828,9.367197730032842,1.9549025448290338,4221,0.18800719913521638,0.08754151447665566,0.004917621612548828,21532.716361719235
ENSG00000013297,SE,0.14359132325923105,4,True,1727.363647627855,4.839719486228814,-10071.814946111932,1.116514162089552,6.794414546536622,1.4038860239461806,4221,0.17033656042452539,0.09542005492822897,0.004286289215087891,20177.021201606993
ENSG00000123416,SE,0.1433538719908238,4,True,1727.363647627855,4.849080097231141,-17014.792632897337,25.47938448221889,182.33483586805593,37.6019435051548,4221,0.18942955379975826,0.08559412982566916,0.004733085632324219,34062.9765751778
ENSG00000170027,SE,0.14326525554068625,4,True,1727.363647627855,4.852581413740911,-15010.104173016169,10.208338896842838,70.52626943872262,14.53376325413428,4221,0.12565634283243035,0.1289177373772695,0.00518345832824707,30053.599655415466
ENSG00000129538,SE,0.14259040644827334,4,True,1727.363647627855,4.87938808026848,-12268.124206822296,1.9721195712721569,19.236560426724488,3.94241247268572,4221,0.11899398240957752,0.13519360455969417,0.004765987396240234,24569.63972302772
ENSG00000204525,SE,0.14106264889847117,4,True,1727.363647627855,4.941021948585485,-12741.542449968558,3.130056190763265,24.075878316357606,4.872651562142938,4221,0.098349328354068,0.16099464837116992,0.005196094512939453,25516.476209320244
ENSG00000104722,SE,0.14065954918906157,4,True,1727.363647627855,4.957507313251094,-12971.252634332493,3.87135320615937,26.84484427447358,5.4149883355127,4221,0.14456889436785458,0.10906146028482924,0.0057485103607177734,25975.896578048116
ENSG00000152661,SE,0.14007659262871816,4,True,1727.363647627855,4.981516018133661,-12848.130066643767,3.1605867449262406,25.32437061624644,5.083667406480465,4221,0.13947632898504222,0.11235104789302795,0.004788875579833984,25729.651442670664
ENSG00000125148,SE,0.13972319065294062,4,True,1727.363647627855,4.996168197928172,-14441.171568107726,6.674440818713579,53.87160055964194,10.78258345705447,4221,0.16174749162332794,0.09651952772551392,0.005267143249511719,28915.73444559858
ENSG00000166963,SE,0.13937974880165022,4,True,1727.363647627855,5.010478617724175,-13859.7906457236,6.35147970445318,40.90087167997733,8.163066804694806,4221,0.12183743999642992,0.12766964916075313,0.004716157913208008,27752.97260083033
ENSG00000103260,SE,0.1387811193666573,4,True,1727.363647627855,5.035591429028322,-14861.875351641234,5.743361445946344,65.75877117603125,13.058797978913907,4221,0.1338131866620688,0.11550363385290738,0.004269838333129883,29757.142012665598
ENSG00000164124,SE,0.13647146515918723,4,True,1727.363647627855,5.1345474110472145,-9418.530319355694,0.8382090373485577,4.987556946663401,0.9713722646581163,4221,0.1461572397424463,0.10313886661254017,0.004755496978759766,18870.451948094516
ENSG00000250722,SE,0.13613688054680845,4,True,1727.363647627855,5.1491609581611595,-11169.78201843238,1.2546154668778458,11.435757664028138,2.2208972989867486,4221,0.11565026392798057,0.12986855119496998,0.004743099212646484,22372.955346247887
ENSG00000104888,SE,0.1348213426850678,4,True,1727.363647627855,5.207322543832053,-14401.208038504214,7.825514102177598,52.875305434751894,10.154029252015782,4221,0.12308244201403629,0.12026649708877635,0.004343271255493164,28835.807386391556
ENSG00000173432,SE,0.13459954487332412,4,True,687.9663069148312,6.190420658530932,-13686.432810982118,2.4355006307281553,36.469383055456774,5.8912608798561745,4221,1.125674776947341,0.013117650498938604,0.0037572383880615234,27406.256931347365
